F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	TITLE	LEVEL	SCORE 
0.8023325926807983	0.14802142839182908	6.558111204361869	299	21.357142857142858	2.090909090909091	0.5150501672240803	6	15	0.4	살면서 가장 기억에 남는 날	B1	70
1.6682360460599894	0.16763120888704042	6.633712323653726	292	16.22222222222222	2.1007194244604315	0.5068493150684932	4	19	0.2631578947368421	살면서 가장 기억에 남는 날	B1	40
-0.2416191026861792	0.13426951957244448	6.2060875934002295	293	12.208333333333334	2.006849315068493	0.47440273037542663	5	25	0.48	살면서 가장 기억에 남는 날	B1	60
-0.7960522010697163	0.12161517085817307	6.426606147749235	280	17.5	2.1538461538461537	0.5214285714285715	1	17	0.35294117647058826	살면서 가장 기억에 남는 날	B1	90
-0.5183050746147303	0.12329586713094859	6.592266863193469	338	19.88235294117647	2.1392405063291138	0.4230769230769231	5	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	90
1.6131691001242672	0.17289279576669753	6.3971000936944415	308	11.407407407407407	1.9012345679012346	0.5032467532467533	4	28	0.17857142857142858	살면서 가장 기억에 남는 날	B1	40
1.1353578205191364	0.15844545255877443	6.446678113091469	325	13.541666666666666	2.006172839506173	0.44	5	25	0.4	살면서 가장 기억에 남는 날	B1	70
0.36879456878750994	0.1438790456760265	6.319076976496186	249	10.826086956521738	2.0578512396694215	0.46586345381526106	4	24	0.375	살면서 가장 기억에 남는 날	B1	30
0.45872618505414764	0.14709829540940314	6.2569014950861614	355	12.678571428571429	1.9613259668508287	0.4225352112676056	6	29	0.41379310344827586	살면서 가장 기억에 남는 날	B1	70
-0.5967123128178472	0.1300933302701517	6.090076840195614	251	9.653846153846153	2.1452991452991452	0.42231075697211157	5	27	0.4074074074074074	살면서 가장 기억에 남는 날	B1	40
-1.50245273507921	0.11495155328766161	6.196864250203629	320	15.238095238095237	2.051282051282051	0.409375	4	22	0.36363636363636365	살면서 가장 기억에 남는 날	B1	90
1.4064927664070137	0.1604039480051618	6.64075328453229	292	16.22222222222222	1.896103896103896	0.4726027397260274	3	19	0.3684210526315789	살면서 가장 기억에 남는 날	B1	60
-0.6187197587495001	0.11943703112767046	6.753892910524443	313	22.357142857142858	2.1888111888111887	0.4952076677316294	1	15	0.06666666666666667	살면서 가장 기억에 남는 날	B1	70
1.0962013147499667	0.15985726110971935	6.35178203130961	278	12.08695652173913	2.376068376068376	0.48201438848920863	3	24	0.3333333333333333	살면서 가장 기억에 남는 날	B1	50
0.7480812309342101	0.15399012415459082	6.242004172356733	264	11.478260869565217	1.9555555555555555	0.42803030303030304	2	24	0.6666666666666666	살면서 가장 기억에 남는 날	B1	50
-0.8830294547497692	0.1226334316752436	6.2713537859328214	252	14.823529411764707	2.1176470588235294	0.4722222222222222	2	18	0.6111111111111112	살면서 가장 기억에 남는 날	B1	50
-0.31498264795510844	0.1288674323074281	6.444929861315543	277	16.294117647058822	2.0984848484848486	0.5054151624548736	4	18	0.5	살면서 가장 기억에 남는 날	B1	90
-0.03590276790456841	0.1388610546118723	6.165540450246695	264	11.478260869565217	2.0	0.4356060606060606	3	24	0.5833333333333334	살면서 가장 기억에 남는 날	B1	50
0.1728798270330357	0.14204125349500474	6.213088043973107	268	14.105263157894736	2.1102362204724407	0.4253731343283582	3	20	0.65	살면서 가장 기억에 남는 날	B1	70
0.1410894941663812	0.13850510799380295	6.3610398229639475	274	14.421052631578947	1.9027777777777777	0.5145985401459854	3	20	0.35	살면서 가장 기억에 남는 날	B1	70
0.06494763047743833	0.14057695501462666	6.178489106005576	276	12.545454545454545	2.075187969924812	0.5217391304347826	5	23	0.782608695652174	살면서 가장 기억에 남는 날	B1	30
0.13549592737135932	0.13926409711498547	6.3160975376653266	274	13.7	2.014705882352941	0.44525547445255476	3	21	0.19047619047619047	살면서 가장 기억에 남는 날	B1	50
-0.20455388631829619	0.1322762129683789	6.355384348676785	295	12.291666666666666	2.0344827586206895	0.4271186440677966	3	25	0.24	살면서 가장 기억에 남는 날	B1	60
0.6905002830119226	0.14244662976133934	6.710673393989972	273	21.0	2.0526315789473686	0.45787545787545786	5	14	0.07142857142857142	살면서 가장 기억에 남는 날	B1	50
-0.11091382141440548	0.1350955906847504	6.291252266548671	235	18.076923076923077	2.06140350877193	0.46382978723404256	3	14	0.07142857142857142	살면서 가장 기억에 남는 날	B1	50
-0.3003606908436863	0.133335888384692	6.199495590271457	291	13.857142857142858	2.2384615384615385	0.47766323024054985	3	22	0.4090909090909091	살면서 가장 기억에 남는 날	B1	80
-0.46969339136292476	0.12812451112869352	6.335214437675025	303	17.823529411764707	2.089655172413793	0.40594059405940597	2	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	60
0.7465620999748853	0.15045117334016966	6.393236750620533	281	12.772727272727273	2.0970149253731343	0.45195729537366547	5	23	0.5217391304347826	살면서 가장 기억에 남는 날	B1	60
1.103675261289381	0.16038672933339915	6.3386050722295355	260	11.818181818181818	2.0	0.5230769230769231	4	23	0.4782608695652174	살면서 가장 기억에 남는 날	B1	60
-0.7111263199398744	0.12559180137187223	6.251176864477717	306	13.909090909090908	2.0264900662251657	0.4673202614379085	4	23	0.43478260869565216	살면서 가장 기억에 남는 날	B1	70
0.34223710793792034	0.13807287275159905	6.5847893926220875	264	15.529411764705882	1.9130434782608696	0.5037878787878788	3	18	0.1111111111111111	살면서 가장 기억에 남는 날	B1	60
1.7170111467455262	0.17142862389305533	6.550342694829607	278	13.9	1.904109589041096	0.4316546762589928	2	21	0.47619047619047616	살면서 가장 기억에 남는 날	B1	60
0.17135763551084376	0.12946572502191198	6.895409695086848	309	19.3125	2.06	0.5242718446601942	4	17	0.4117647058823529	살면서 가장 기억에 남는 날	B1	70
-0.408302164546785	0.13093081315930155	6.229319384349539	301	14.333333333333334	1.980263157894737	0.48172757475083056	5	22	0.4090909090909091	살면서 가장 기억에 남는 날	B1	50
-0.5761099650784736	0.12709002295231567	6.292328302299929	330	19.41176470588235	2.156862745098039	0.46060606060606063	4	18	0.5	살면서 가장 기억에 남는 날	B1	80
-1.1381079238874565	0.11776923649591457	6.353073897051752	310	18.235294117647058	2.2794117647058822	0.4258064516129032	2	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	50
-0.5015588900604406	0.12574583487876817	6.450990798476775	309	16.263157894736842	2.160839160839161	0.5210355987055016	4	20	0.45	살면서 가장 기억에 남는 날	B1	90
1.169669968357957	0.15958531501320214	6.435910693059175	284	11.833333333333334	1.8562091503267975	0.4753521126760563	3	25	0.56	살면서 가장 기억에 남는 날	B1	80
-0.10612006576232481	0.13310074348565365	6.406985975660994	318	13.25	2.0921052631578947	0.449685534591195	5	25	0.52	살면서 가장 기억에 남는 날	B1	80
-0.3568836520183945	0.12814328491324947	6.446880709703569	308	13.391304347826088	1.9371069182389937	0.42207792207792205	4	24	0.25	살면서 가장 기억에 남는 날	B1	60
0.4672388646466618	0.14325703131388048	6.4476990265564105	294	12.25	1.96	0.4557823129251701	6	25	0.44	살면서 가장 기억에 남는 날	B1	80
-0.272623263608369	0.13115595880946015	6.351887350147069	357	14.875	2.1	0.4733893557422969	5	25	0.28	살면서 가장 기억에 남는 날	B1	90
-0.30051128049602444	0.1357864824106263	6.063992035643658	299	13.590909090909092	2.1510791366906474	0.4013377926421405	5	23	0.30434782608695654	살면서 가장 기억에 남는 날	B1	70
1.0000793436261708	0.16658079232830003	6.0031724134993425	180	9.473684210526315	1.935483870967742	0.5166666666666667	3	20	0.5	살면서 가장 기억에 남는 날	B1	30
-0.2305546030348563	0.1300126277151501	6.4610059597663225	375	20.833333333333332	2.0491803278688523	0.456	3	19	0.3157894736842105	살면서 가장 기억에 남는 날	B1	80
-0.22142611709627516	0.13606717727740006	6.127884863033052	335	11.166666666666666	2.080745341614907	0.4417910447761194	3	31	0.2903225806451613	살면서 가장 기억에 남는 날	B1	60
0.43282640236249675	0.14029862153562841	6.560480181527055	312	18.352941176470587	2.122448979591837	0.4967948717948718	4	18	0.2777777777777778	살면서 가장 기억에 남는 날	B1	80
-0.10299870153880004	0.13518196764517484	6.294437638674833	345	16.428571428571427	2.1835443037974684	0.42028985507246375	4	22	0.5	살면서 가장 기억에 남는 날	B1	90
-0.9131028232528909	0.12031442815919303	6.398452285306976	351	15.954545454545455	2.2356687898089174	0.4188034188034188	5	23	0.391304347826087	살면서 가장 기억에 남는 날	B1	90
-0.3566129057101302	0.1287680473268229	6.40928881260921	296	14.8	2.1449275362318843	0.5101351351351351	7	21	0.2857142857142857	살면서 가장 기억에 남는 날	B1	90
0.2201783079372845	0.13927248533368206	6.400347439005107	312	13.565217391304348	1.9024390243902438	0.40384615384615385	6	24	0.25	살면서 가장 기억에 남는 날	B1	70
1.7850077707440777	0.17610132526013456	6.463556745448346	206	10.3	1.7606837606837606	0.4320388349514563	9	21	0.5238095238095238	살면서 가장 기억에 남는 날	B1	40
0.6352605731615042	0.15809234395752672	5.960677572916162	130	8.666666666666666	2.03125	0.5846153846153846	4	16	0.4375	살면서 가장 기억에 남는 날	B1	20
0.514685236835754	0.14350312477878427	6.483174609743414	293	17.235294117647058	2.0206896551724136	0.46075085324232085	3	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	70
0.30629000743430773	0.14350832737248223	6.274526752361699	284	11.833333333333334	2.1353383458646618	0.47183098591549294	10	25	0.56	살면서 가장 기억에 남는 날	B1	70
0.933961011294578	0.15896183891493604	6.2247790266493315	261	10.875	2.2695652173913046	0.524904214559387	4	25	0.52	살면서 가장 기억에 남는 날	B1	50
-0.9167600155679778	0.12910639893739748	5.828789455491864	26	13.0	2.0	0.8846153846153846	1	3	0.0	살면서 가장 기억에 남는 날	B1	30
-0.739870007435503	0.12886067016608643	6.020449713943536	173	14.416666666666666	2.0595238095238093	0.4913294797687861	3	13	0.6923076923076923	살면서 가장 기억에 남는 날	B1	10
-1.2389627623495272	0.11967383313095475	6.117082781087994	295	12.826086956521738	2.0774647887323945	0.44745762711864406	6	24	0.4166666666666667	살면서 가장 기억에 남는 날	B1	60
-0.13719488109257688	0.1295557184633955	6.58149181109337	300	18.75	1.9867549668874172	0.39666666666666667	5	17	0.23529411764705882	살면서 가장 기억에 남는 날	B1	90
0.08176198094650818	0.13269106862430696	6.618064238269767	288	18.0	2.1176470588235294	0.5138888888888888	5	17	0.5882352941176471	살면서 가장 기억에 남는 날	B1	90
0.32546396073057293	0.1437592675148993	6.2815372441198285	289	12.565217391304348	2.0942028985507246	0.48788927335640137	3	24	0.4583333333333333	살면서 가장 기억에 남는 날	B1	60
-0.45023346911026185	0.12711583861807005	6.416606815085808	345	20.294117647058822	2.2549019607843137	0.4028985507246377	5	18	0.16666666666666666	살면서 가장 기억에 남는 날	B1	90
0.05676060531624152	0.1394393350505171	6.228338120640112	366	15.25	2.0795454545454546	0.4644808743169399	5	25	0.32	살면서 가장 기억에 남는 날	B1	70
0.38401568953100984	0.14125151026062382	6.463586011681161	306	16.105263157894736	1.9490445859872612	0.49673202614379086	3	20	0.45	살면서 가장 기억에 남는 날	B1	70
-0.6119809889205949	0.12340232962369671	6.491593741389617	305	21.785714285714285	2.089041095890411	0.4885245901639344	4	15	0.3333333333333333	살면서 가장 기억에 남는 날	B1	60
-0.9431585741143815	0.12045938877157344	6.358394423936233	296	26.90909090909091	2.06993006993007	0.4358108108108108	5	12	0.08333333333333333	살면서 가장 기억에 남는 날	B1	70
-0.6101540891584195	0.1261739342766247	6.31541315048707	248	15.5	2.1565217391304348	0.5241935483870968	1	17	0.35294117647058826	살면서 가장 기억에 남는 날	B1	60
-0.2542670932446148	0.13026065704771606	6.422647968174797	378	17.181818181818183	2.210526315789474	0.47883597883597884	4	23	0.43478260869565216	살면서 가장 기억에 남는 날	B1	80
0.4327155295012135	0.14156055963640135	6.496830015686508	386	12.866666666666667	2.031578947368421	0.47150259067357514	5	31	0.45161290322580644	살면서 가장 기억에 남는 날	B1	90
-0.8334312134550308	0.12521395346667932	6.152899161985994	294	14.0	2.027586206896552	0.45918367346938777	5	22	0.2727272727272727	살면서 가장 기억에 남는 날	B1	60
1.6324605475714413	0.17060103869525428	6.494089571919331	253	12.65	2.0403225806451615	0.49407114624505927	3	21	0.42857142857142855	살면서 가장 기억에 남는 날	B1	60
1.69333190145331	0.1765572773669221	6.357216250563405	295	9.516129032258064	1.8789808917197452	0.5152542372881356	7	32	0.5625	살면서 가장 기억에 남는 날	B1	50
-1.113321972631108	0.11766828119781857	6.385144987371864	337	19.823529411764707	2.0424242424242425	0.44510385756676557	3	18	0.2777777777777778	살면서 가장 기억에 남는 날	B1	100
0.16199694461138983	0.15265118030835623	5.712879800413712	21	7.0	1.75	0.8571428571428571	1	4	0.25	살면서 가장 기억에 남는 날	B1	0
2.397555642854151	0.19681036200268717	6.478588926997729	156	7.090909090909091	1.8352941176470587	0.4935897435897436	2	23	0.6086956521739131	살면서 가장 기억에 남는 날	B1	20
-1.0663262191605611	0.11788136656492165	6.4167786950436945	331	17.42105263157895	1.9820359281437125	0.49244712990936557	4	20	0.25	살면서 가장 기억에 남는 날	B1	60
0.3086111684262323	0.13712696124411888	6.601123092611296	317	18.647058823529413	1.968944099378882	0.47003154574132494	3	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	70
0.006568958840320883	0.1338051483684178	6.480122945317804	268	15.764705882352942	1.9705882352941178	0.5410447761194029	6	18	0.3888888888888889	살면서 가장 기억에 남는 날	B1	80
-0.6582329585147685	0.1258038930831971	6.2906466468141105	319	18.764705882352942	2.140939597315436	0.45768025078369906	5	18	0.3333333333333333	살면서 가장 기억에 남는 날	B1	90
-0.7939080562625427	0.12346473129492933	6.305570956988829	310	17.22222222222222	2.0	0.4483870967741935	5	19	0.05263157894736842	살면서 가장 기억에 남는 날	B1	90
1.516260183199862	0.17058608704650566	6.378402971710963	269	10.76	2.0852713178294575	0.5427509293680297	4	26	0.3076923076923077	살면서 가장 기억에 남는 날	B1	60
0.9937339630043702	0.1581833840880658	6.315510461623642	252	13.263157894736842	1.894736842105263	0.5476190476190477	5	20	0.45	살면서 가장 기억에 남는 날	B1	40
-0.7352302733891563	0.12810295943311176	6.0709906322421805	337	12.961538461538462	2.132911392405063	0.39762611275964393	7	27	0.37037037037037035	살면서 가장 기억에 남는 날	B1	70
-0.9790568263250865	0.121559745612881	6.247350648930733	221	12.277777777777779	1.9385964912280702	0.5158371040723982	7	19	0.15789473684210525	살면서 가장 기억에 남는 날	B1	60
0.946235147811523	0.1629894384684231	6.081602012050005	144	11.076923076923077	1.9726027397260273	0.4791666666666667	1	14	0.42857142857142855	살면서 가장 기억에 남는 날	B1	0
-0.5890751789808341	0.1228867920991859	6.548495856260021	250	19.23076923076923	1.9841269841269842	0.484	4	14	0.42857142857142855	살면서 가장 기억에 남는 날	B1	70
0.7718357749854345	0.14774216984352284	6.540383990157332	295	14.75	2.0774647887323945	0.46779661016949153	2	21	0.23809523809523808	살면서 가장 기억에 남는 날	B1	60
-0.8325153685917549	0.1260088781291135	6.1034333903152325	247	11.761904761904763	1.976	0.43724696356275305	7	22	0.2727272727272727	살면서 가장 기억에 남는 날	B1	60
-0.20070815744718737	0.13492206908407306	6.210977764571077	293	12.208333333333334	2.1079136690647484	0.45733788395904434	6	25	0.24	살면서 가장 기억에 남는 날	B1	60
-0.581054527582271	0.12706771858101082	6.288764897580851	301	13.681818181818182	2.22962962962963	0.4850498338870432	4	23	0.21739130434782608	살면서 가장 기억에 남는 날	B1	80
-1.4013806507504258	0.1158591813428365	6.229786844218494	327	14.863636363636363	2.1372549019607843	0.4617737003058104	6	23	0.43478260869565216	살면서 가장 기억에 남는 날	B1	90
-2.000789925483649	0.10825291686104845	6.236836449827628	287	16.88235294117647	1.9793103448275862	0.4355400696864111	4	18	0.2222222222222222	살면서 가장 기억에 남는 날	B1	90
-2.040818976269009	0.10843483024031499	6.181310092257996	324	18.0	1.975609756097561	0.404320987654321	3	19	0.42105263157894735	살면서 가장 기억에 남는 날	B1	60
0.3994756806981691	0.1454542626107025	6.274489049515181	299	14.95	2.090909090909091	0.4682274247491639	6	21	0.5238095238095238	살면서 가장 기억에 남는 날	B1	70
-0.1649784624734103	0.13407893171344135	6.2933148519246975	319	15.95	2.140939597315436	0.3949843260188088	3	21	0.09523809523809523	살면서 가장 기억에 남는 날	B1	80
-0.15117229047436875	0.1330074327710332	6.367204533785211	328	16.4	2.05	0.4268292682926829	3	21	0.6666666666666666	살면서 가장 기억에 남는 날	B1	70
2.141973635402299	0.17708644678565655	6.78893317494509	105	13.125	2.282608695652174	0.6666666666666666	1	9	0.3333333333333333	살면서 가장 기억에 남는 날	B1	50
-0.13857751070673094	0.13377674747926172	6.3365631160679	319	13.869565217391305	2.1125827814569536	0.44200626959247646	3	24	0.375	살면서 가장 기억에 남는 날	B1	50
-0.9773939407886019	0.11922075128431119	6.410407588957291	412	16.48	2.134715025906736	0.4320388349514563	7	26	0.46153846153846156	살면서 가장 기억에 남는 날	B1	90
-1.1671395088790129	0.11858275046508933	6.265790205416991	329	15.666666666666666	2.150326797385621	0.4012158054711246	2	22	0.5909090909090909	살면서 가장 기억에 남는 날	B1	70
-1.289381018397679	0.11870538048259478	6.134836956680758	307	14.619047619047619	2.192857142857143	0.43322475570032576	3	22	0.36363636363636365	살면서 가장 기억에 남는 날	B1	60
0.27995457854370226	0.14070442107567008	6.387051799477544	305	15.25	2.1631205673758864	0.4852459016393443	3	21	0.6190476190476191	살면서 가장 기억에 남는 날	B1	70
0.19341279874931136	0.14745776299393734	5.975015745222293	318	10.96551724137931	1.9390243902439024	0.39622641509433965	4	30	0.16666666666666666	살면서 가장 기억에 남는 날	B1	60
0.6549725637801449	0.14877675918995417	6.376452487423506	261	13.736842105263158	2.0551181102362204	0.4942528735632184	5	20	0.4	살면서 가장 기억에 남는 날	B1	60
0.4491930819362698	0.1425482142221697	6.464363390849727	324	18.0	2.0636942675159236	0.5123456790123457	4	19	0.3684210526315789	살면서 가장 기억에 남는 날	B1	80
0.057020005983285556	0.13989301278123104	6.2053398549798215	307	16.157894736842106	2.1027397260273974	0.48534201954397393	4	20	0.25	살면서 가장 기억에 남는 날	B1	70
2.977411455534154	0.19612650027185394	7.076161489894043	233	12.944444444444445	2.099099099099099	0.5364806866952789	1	19	0.5263157894736842	살면서 가장 기억에 남는 날	B1	40
0.4479819152420886	0.14971241399197271	6.127454734734653	299	10.678571428571429	2.198529411764706	0.451505016722408	1	29	0.41379310344827586	살면서 가장 기억에 남는 날	B1	60
-0.6984007939440027	0.12574651591593133	6.254105823961472	328	15.619047619047619	2.1437908496732025	0.49390243902439024	6	22	0.3181818181818182	살면서 가장 기억에 남는 날	B1	70
1.4200091650698474	0.17153011337515994	6.249889297037478	198	10.421052631578947	1.8	0.601010101010101	6	20	0.25	살면서 가장 기억에 남는 날	B1	30
-0.5146466485684097	0.12300645730815787	6.615007858062757	610	16.05263157894737	2.132867132867133	0.460655737704918	13	39	0.41025641025641024	살면서 가장 기억에 남는 날	B1	90
0.06218734149490748	0.13835359875692696	6.290044144532586	287	14.35	2.079710144927536	0.47735191637630664	7	21	0.6190476190476191	살면서 가장 기억에 남는 날	B1	40
0.04731519250924865	0.13970327309811076	6.205343618212063	422	12.057142857142857	2.1865284974093266	0.4928909952606635	8	36	0.25	살면서 가장 기억에 남는 날	B1	80
-1.2861984421776458	0.1172709930443457	6.241059441806101	311	17.27777777777778	2.174825174825175	0.45016077170418006	5	19	0.42105263157894735	살면서 가장 기억에 남는 날	B1	80
0.25141376716181346	0.1358356715802457	6.6132502300473694	313	13.041666666666666	1.9936305732484076	0.5335463258785943	3	25	0.32	내 인생에서 가장 기억에 남는 날	C1	70
0.5434282247808785	0.1483428000985118	6.284571032762916	287	13.045454545454545	1.9391891891891893	0.5365853658536586	6	23	0.34782608695652173	내 인생에서 가장 기억에 남는 날	C1	60
-1.4320318822481088	0.11191767477761246	6.503107290246885	319	21.266666666666666	1.9333333333333333	0.42946708463949845	4	16	0.125	내 인생에서 가장 기억에 남는 날	C1	80
-0.5862066617323194	0.12384158152615994	6.48862561734967	324	24.923076923076923	2.1315789473684212	0.4506172839506173	4	14	0.6428571428571429	내 인생에서 가장 기억에 남는 날	C1	70
-0.39323203099371706	0.1259530857865902	6.5462320460862164	293	24.416666666666668	1.9931972789115646	0.49146757679180886	4	13	0.23076923076923078	내 인생에서 가장 기억에 남는 날	C1	80
-1.0786035245226697	0.12426269583012933	5.9688639259423395	93	15.5	2.4473684210526314	0.6451612903225806	1	7	0.7142857142857143	내 인생에서 가장 기억에 남는 날	C1	50
-0.5567810772660798	0.12243106533757865	6.61108054545773	309	23.76923076923077	2.0878378378378377	0.5307443365695793	2	14	0.5714285714285714	내 인생에서 가장 기억에 남는 날	C1	80
0.7628623140008659	0.15640536524081253	6.156504875177273	241	17.214285714285715	1.9593495934959348	0.5186721991701245	3	15	0.2	내 인생에서 가장 기억에 남는 날	C1	50
-0.6577130929637552	0.12650631146792538	6.2470308553533345	265	14.722222222222221	1.962962962962963	0.4716981132075472	5	19	0.3157894736842105	내 인생에서 가장 기억에 남는 날	C1	60
-0.5075541910744873	0.12794614282529	6.30823437369293	368	13.62962962962963	2.1271676300578033	0.4375	6	28	0.2857142857142857	내 인생에서 가장 기억에 남는 날	C1	70
-1.1012745831301096	0.11737995390985936	6.418067661355171	322	29.272727272727273	2.0641025641025643	0.45962732919254656	1	12	0.4166666666666667	내 인생에서 가장 기억에 남는 날	C1	NA
-0.349877446441546	0.12858774493691175	6.426913417187209	352	17.6	2.1728395061728394	0.4715909090909091	2	21	0.42857142857142855	내 인생에서 가장 기억에 남는 날	C1	70
0.914759926023615	0.1492030185557182	6.61703719681865	288	18.0	1.92	0.5625	1	17	0.4117647058823529	내 인생에서 가장 기억에 남는 날	C1	70
-1.0432800795115382	0.1191252073429325	6.351248856091849	412	18.727272727272727	1.8986175115207373	0.42718446601941745	3	23	0.30434782608695654	내 인생에서 가장 기억에 남는 날	C1	50
-0.3115237451005208	0.1296980649281891	6.3986915195117735	294	15.473684210526315	1.9731543624161074	0.47278911564625853	3	20	0.45	내 인생에서 가장 기억에 남는 날	C1	70
0.15059205075372473	0.1395749808403338	6.315199876449547	376	15.666666666666666	2.224852071005917	0.4441489361702128	4	25	0.36	내 인생에서 가장 기억에 남는 날	C1	40
0.3082539540855548	0.14150799817267856	6.374992321620976	244	15.25	2.0677966101694913	0.5163934426229508	1	17	0.4117647058823529	내 인생에서 가장 기억에 남는 날	C1	NA
-1.436034236477835	0.11395043410584692	6.339711181666991	396	17.217391304347824	2.23728813559322	0.4393939393939394	3	24	0.375	내 인생에서 가장 기억에 남는 날	C1	70
-0.10561660744449644	0.13863425312882632	6.107607955973801	256	9.846153846153847	2.098360655737705	0.4765625	2	27	0.37037037037037035	내 인생에서 가장 기억에 남는 날	C1	40
-1.0270031464390663	0.12185412465785751	6.179530713681007	175	17.5	2.1604938271604937	0.5028571428571429	3	11	0.36363636363636365	내 인생에서 가장 기억에 남는 날	C1	20
0.16604068986408485	0.136313006255168	6.502097809227096	305	21.785714285714285	2.019867549668874	0.46229508196721314	2	15	0.26666666666666666	내 인생에서 가장 기억에 남는 날	C1	70
-0.6485525633754317	0.12296865035689873	6.483601421381207	309	16.263157894736842	1.9074074074074074	0.47249190938511326	4	20	0.25	내 인생에서 가장 기억에 남는 날	C1	80
-1.7525326780207087	0.10791175030630883	6.514298757494772	334	37.111111111111114	2.2567567567567566	0.4161676646706587	4	10	0.3	내 인생에서 가장 기억에 남는 날	C1	90
1.1672693445639022	0.15967834850335363	6.4298591657443085	365	15.208333333333334	2.0054945054945055	0.4465753424657534	3	25	0.2	내 인생에서 가장 기억에 남는 날	C1	40
-0.2991117329348029	0.1289203625782594	6.457614822910581	316	21.066666666666666	1.9627329192546583	0.5	3	16	0.375	내 인생에서 가장 기억에 남는 날	C1	80
-1.3905253614574067	0.11411418788784411	6.372626867981751	316	21.066666666666666	2.1496598639455784	0.43037974683544306	4	16	0.25	내 인생에서 가장 기억에 남는 날	C1	90
-0.8486840686395021	0.12186500594080847	6.357117032996796	297	16.5	2.1366906474820144	0.5151515151515151	3	19	0.3684210526315789	내 인생에서 가장 기억에 남는 날	C1	70
0.2555626911624353	0.13648520530374691	6.582364140260942	316	19.75	1.915151515151515	0.45569620253164556	1	17	0.23529411764705882	내 인생에서 가장 기억에 남는 날	C1	60
-0.5403559907307274	0.12018525390981634	6.780132317679988	302	30.2	2.0972222222222223	0.5761589403973509	3	11	0.2727272727272727	내 인생에서 가장 기억에 남는 날	C1	70
-0.7347560912922735	0.12331522903781189	6.374542393596174	260	17.333333333333332	2.0	0.4846153846153846	5	16	0.125	내 인생에서 가장 기억에 남는 날	C1	80
-0.36643753135957796	0.12820312731248695	6.433684204848648	339	21.1875	2.0545454545454547	0.5014749262536873	4	17	0.29411764705882354	내 인생에서 가장 기억에 남는 날	C1	70
-1.284975197691467	0.11625400321323517	6.31687912439826	313	17.38888888888889	1.9936305732484076	0.5175718849840255	4	19	0.5789473684210527	내 인생에서 가장 기억에 남는 날	C1	70
-1.259925498283811	0.11208020891506432	6.662256300626035	326	25.076923076923077	2.1447368421052633	0.49693251533742333	1	14	0.5	내 인생에서 가장 기억에 남는 날	C1	60
